성별,나이,키,몸무게,BMI,BMI_분류,추천 운동 횟수,추천식단
여성,10,164,45,16.7,저체중,0,없음
여성,18,161,93,35.9,비만 3단계,5,저염식
남성,25,183,81,24.2,비만 3단계,5,채식
남성,16,185,81,23.7,비만 3단계,5,채식
남성,17,165,62,22.8,정상,0,없음
남성,15,169,87,30.5,비만 2단계,4,채식
남성,21,185,84,24.5,비만 3단계,5,채식
여성,23,150,46,20.4,정상,0,없음
남성,15,156,80,32.9,비만 2단계,4,단백질식
여성,16,184,47,13.9,저체중,0,없음
남성,15,167,48,17.2,저체중,0,없음
여성,31,179,55,17.2,저체중,0,없음
여성,12,164,72,26.8,비만 1단계,3,저염식
남성,12,169,93,32.6,비만 2단계,4,단백질식
여성,33,152,78,33.8,비만 2단계,4,저염식
남성,20,161,40,15.4,저체중,0,없음
여성,35,163,57,21.5,정상,0,없음
남성,39,157,82,33.3,비만 2단계,4,저염식
남성,14,185,59,17.2,저체중,0,없음
남성,40,157,72,29.2,비만 1단계,3,저염식
여성,23,179,76,23.7,비만 3단계,5,저염식
남성,18,160,54,21.1,정상,0,없음
남성,31,176,88,28.4,비만 1단계,3,단백질식
남성,23,172,91,30.8,비만 2단계,4,저염식
여성,23,154,81,34.2,비만 2단계,4,저염식
남성,22,162,52,19.8,정상,0,없음
여성,22,182,54,16.3,저체중,0,없음
여성,21,176,73,23.6,비만 3단계,5,단백질식
남성,32,174,51,16.8,저체중,0,없음
여성,33,153,97,41.4,비만 3단계,5,단백질식
남성,33,168,59,20.9,정상,0,없음
여성,24,175,45,14.7,저체중,0,없음
여성,23,183,45,13.4,저체중,0,없음
여성,23,151,99,43.4,비만 3단계,5,채식
여성,21,162,82,31.2,비만 2단계,4,채식
남성,14,154,62,26.1,비만 1단계,3,단백질식
여성,35,150,62,27.6,비만 1단계,3,채식
여성,17,181,50,15.3,저체중,0,없음
여성,24,157,49,19.9,정상,0,없음
여성,32,184,83,24.5,비만 3단계,5,단백질식
남성,21,183,44,13.1,저체중,0,없음
남성,20,152,66,28.6,비만 1단계,3,단백질식
남성,20,160,81,31.6,비만 2단계,4,단백질식
여성,19,158,98,39.3,비만 3단계,5,저염식
남성,18,185,52,15.2,저체중,0,없음
남성,34,160,98,38.3,비만 3단계,5,채식
여성,16,174,69,22.8,정상,0,없음
남성,31,156,99,40.7,비만 3단계,5,채식
여성,16,182,73,22,정상,0,없음
여성,12,164,42,15.6,저체중,0,없음
여성,13,159,77,30.5,비만 2단계,4,단백질식
남성,25,175,93,30.4,비만 2단계,4,저염식
남성,11,157,72,29.2,비만 1단계,3,채식
남성,35,161,73,28.2,비만 1단계,3,채식
남성,15,157,60,24.3,비만 3단계,5,단백질식
여성,11,165,96,35.3,비만 3단계,5,채식
남성,19,154,50,21.1,정상,0,없음
남성,26,170,66,22.8,정상,0,없음
여성,32,184,91,26.9,비만 1단계,3,단백질식
여성,14,165,99,36.4,비만 3단계,5,단백질식
남성,39,176,82,26.5,비만 1단계,3,저염식
여성,18,168,70,24.8,비만 3단계,5,단백질식
남성,26,182,41,12.4,저체중,0,없음
남성,27,152,62,26.8,비만 1단계,3,단백질식
여성,30,150,63,28,비만 1단계,3,저염식
남성,18,181,96,29.3,비만 1단계,3,단백질식
여성,10,156,83,34.1,비만 2단계,4,저염식
남성,40,155,58,24.1,비만 3단계,5,채식
여성,13,175,83,27.1,비만 1단계,3,단백질식
여성,24,173,65,21.7,정상,0,없음
여성,28,174,87,28.7,비만 1단계,3,단백질식
남성,20,161,45,17.4,저체중,0,없음
남성,11,152,53,22.9,정상,0,없음
여성,14,160,85,33.2,비만 2단계,4,단백질식
여성,31,173,96,32.1,비만 2단계,4,저염식
남성,39,176,61,19.7,정상,0,없음
여성,38,157,67,27.2,비만 1단계,3,저염식
남성,18,180,82,25.3,비만 1단계,3,단백질식
남성,30,152,67,29,비만 1단계,3,단백질식
여성,28,165,59,21.7,정상,0,없음
남성,38,172,76,25.7,비만 1단계,3,저염식
남성,18,170,77,26.6,비만 1단계,3,채식
남성,21,150,59,26.2,비만 1단계,3,저염식
남성,34,178,85,26.8,비만 1단계,3,저염식
남성,10,172,82,27.7,비만 1단계,3,저염식
여성,17,150,56,24.9,비만 3단계,5,채식
남성,23,180,42,13,저체중,0,없음
남성,31,182,98,29.6,비만 1단계,3,저염식
남성,10,174,46,15.2,저체중,0,없음
남성,13,169,42,14.7,저체중,0,없음
여성,18,177,45,14.4,저체중,0,없음
여성,13,175,43,14,저체중,0,없음
남성,37,172,100,33.8,비만 2단계,4,저염식
여성,11,182,61,18.4,저체중,0,없음
여성,39,164,93,34.6,비만 2단계,4,채식
여성,33,159,51,20.2,정상,0,없음
남성,36,185,44,12.9,저체중,0,없음
여성,18,163,92,34.6,비만 2단계,4,채식
남성,30,157,91,36.9,비만 3단계,5,저염식
남성,23,154,100,42.2,비만 3단계,5,저염식
남성,23,181,59,18,저체중,0,없음
여성,26,174,95,31.4,비만 2단계,4,채식
여성,14,158,90,36.1,비만 3단계,5,채식
남성,34,174,48,15.9,저체중,0,없음
남성,23,151,73,32,비만 2단계,4,저염식
남성,14,152,85,36.8,비만 3단계,5,저염식
여성,26,153,71,30.3,비만 2단계,4,단백질식
여성,39,183,99,29.6,비만 1단계,3,저염식
남성,40,165,79,29,비만 1단계,3,저염식
남성,22,160,60,23.4,비만 3단계,5,단백질식
남성,13,162,90,34.3,비만 2단계,4,채식
남성,27,182,46,13.9,저체중,0,없음
여성,14,160,67,26.2,비만 1단계,3,채식
여성,19,181,47,14.3,저체중,0,없음
남성,11,150,52,23.1,비만 3단계,5,저염식
여성,29,164,69,25.7,비만 1단계,3,단백질식
여성,37,150,60,26.7,비만 1단계,3,단백질식
남성,10,158,79,31.6,비만 2단계,4,단백질식
남성,20,160,64,25,비만 1단계,3,채식
남성,39,180,65,20.1,정상,0,없음
남성,21,184,73,21.6,정상,0,없음
남성,29,182,70,21.1,정상,0,없음
여성,23,180,85,26.2,비만 1단계,3,채식
여성,20,178,81,25.6,비만 1단계,3,채식
남성,28,171,43,14.7,저체중,0,없음
여성,12,160,48,18.7,정상,0,없음
여성,33,163,95,35.8,비만 3단계,5,단백질식
여성,17,171,45,15.4,저체중,0,없음
여성,40,153,78,33.3,비만 2단계,4,단백질식
여성,14,179,60,18.7,정상,0,없음
여성,30,156,43,17.7,저체중,0,없음
남성,17,178,99,31.2,비만 2단계,4,채식
여성,40,184,65,19.2,정상,0,없음
남성,29,162,40,15.2,저체중,0,없음
여성,30,176,58,18.7,정상,0,없음
여성,17,179,87,27.2,비만 1단계,3,채식
여성,32,151,46,20.2,정상,0,없음
여성,11,152,80,34.6,비만 2단계,4,단백질식
여성,17,180,46,14.2,저체중,0,없음
여성,39,164,58,21.6,정상,0,없음
남성,34,162,93,35.4,비만 3단계,5,채식
남성,17,153,54,23.1,비만 3단계,5,저염식
여성,12,182,78,23.5,비만 3단계,5,저염식
여성,25,158,71,28.4,비만 1단계,3,저염식
여성,24,169,84,29.4,비만 1단계,3,채식
여성,21,165,49,18,저체중,0,없음
여성,16,157,74,30,비만 2단계,4,채식
남성,25,160,41,16,저체중,0,없음
남성,29,150,85,37.8,비만 3단계,5,채식
남성,20,171,63,21.5,정상,0,없음
남성,36,179,54,16.9,저체중,0,없음
여성,40,185,43,12.6,저체중,0,없음
여성,11,155,67,27.9,비만 1단계,3,저염식
남성,30,154,81,34.2,비만 2단계,4,단백질식
남성,26,168,77,27.3,비만 1단계,3,채식
남성,32,175,95,31,비만 2단계,4,단백질식
여성,17,177,42,13.4,저체중,0,없음
남성,19,169,49,17.2,저체중,0,없음
남성,29,178,70,22.1,정상,0,없음
남성,25,169,60,21,정상,0,없음
여성,22,181,52,15.9,저체중,0,없음
남성,27,183,68,20.3,정상,0,없음
남성,15,156,91,37.4,비만 3단계,5,단백질식
남성,39,150,61,27.1,비만 1단계,3,채식
남성,40,170,57,19.7,정상,0,없음
여성,11,153,78,33.3,비만 2단계,4,채식
여성,31,175,64,20.9,정상,0,없음
남성,27,151,94,41.2,비만 3단계,5,채식
여성,12,161,52,20.1,정상,0,없음
여성,31,169,53,18.6,정상,0,없음
남성,14,180,62,19.1,정상,0,없음
여성,28,176,60,19.4,정상,0,없음
남성,29,158,99,39.7,비만 3단계,5,단백질식
남성,37,169,77,27,비만 1단계,3,채식
남성,24,182,69,20.8,정상,0,없음
여성,24,175,95,31,비만 2단계,4,저염식
남성,32,181,83,25.3,비만 1단계,3,채식
여성,19,177,93,29.7,비만 1단계,3,단백질식
남성,18,162,85,32.4,비만 2단계,4,채식
남성,30,159,58,22.9,정상,0,없음
여성,30,153,91,38.9,비만 3단계,5,채식
여성,37,153,98,41.9,비만 3단계,5,채식
남성,18,180,77,23.8,비만 3단계,5,채식
남성,38,169,43,15.1,저체중,0,없음
여성,17,177,46,14.7,저체중,0,없음
여성,31,160,84,32.8,비만 2단계,4,단백질식
여성,24,174,86,28.4,비만 1단계,3,단백질식
여성,36,168,54,19.1,정상,0,없음
남성,14,171,53,18.1,저체중,0,없음
남성,30,163,54,20.3,정상,0,없음
여성,19,154,43,18.1,저체중,0,없음
남성,36,174,53,17.5,저체중,0,없음
남성,39,153,100,42.7,비만 3단계,5,저염식
남성,17,153,79,33.7,비만 2단계,4,단백질식
남성,18,176,85,27.4,비만 1단계,3,저염식
여성,16,157,88,35.7,비만 3단계,5,단백질식
여성,12,177,56,17.9,저체중,0,없음
여성,35,158,65,26,비만 1단계,3,단백질식
남성,40,177,69,22,정상,0,없음
여성,21,157,98,39.8,비만 3단계,5,저염식
여성,16,173,65,21.7,정상,0,없음
남성,37,163,41,15.4,저체중,0,없음
여성,37,165,83,30.5,비만 2단계,4,단백질식
남성,27,156,45,18.5,정상,0,없음
여성,35,180,66,20.4,정상,0,없음
남성,23,153,42,17.9,저체중,0,없음
여성,23,168,92,32.6,비만 2단계,4,단백질식
여성,22,156,65,26.7,비만 1단계,3,채식
여성,39,176,87,28.1,비만 1단계,3,단백질식
남성,11,162,86,32.8,비만 2단계,4,저염식
남성,10,163,96,36.1,비만 3단계,5,채식
남성,31,152,42,18.2,저체중,0,없음
남성,14,179,60,18.7,정상,0,없음
남성,17,159,57,22.5,정상,0,없음
남성,33,185,100,29.2,비만 1단계,3,채식
남성,21,178,93,29.4,비만 1단계,3,채식
여성,33,152,85,36.8,비만 3단계,5,단백질식
남성,28,175,97,31.7,비만 2단계,4,채식
여성,36,172,40,13.5,저체중,0,없음
남성,30,156,80,32.9,비만 2단계,4,저염식
남성,23,157,96,38.9,비만 3단계,5,단백질식
남성,15,184,68,20.1,정상,0,없음
남성,35,157,80,32.5,비만 2단계,4,단백질식
남성,20,156,49,20.1,정상,0,없음
남성,38,154,92,38.8,비만 3단계,5,채식
여성,29,172,95,32.1,비만 2단계,4,단백질식
남성,13,157,100,40.6,비만 3단계,5,채식
여성,38,179,42,13.1,저체중,0,없음
남성,35,165,51,18.7,정상,0,없음
여성,40,170,93,32.2,비만 2단계,4,채식
여성,27,170,85,29.4,비만 1단계,3,저염식
남성,24,162,60,22.9,정상,0,없음
여성,33,167,57,20.4,정상,0,없음
남성,23,150,44,19.6,정상,0,없음
남성,23,169,92,32.2,비만 2단계,4,저염식
여성,33,174,82,27.1,비만 1단계,3,저염식
여성,34,182,65,19.6,정상,0,없음
여성,38,176,99,32,비만 2단계,4,단백질식
남성,38,171,56,19.2,정상,0,없음
남성,36,174,72,23.8,비만 3단계,5,저염식
남성,18,170,42,14.5,저체중,0,없음
남성,17,155,57,23.7,비만 3단계,5,단백질식
남성,12,155,83,34.5,비만 2단계,4,채식
남성,23,164,92,34.2,비만 2단계,4,단백질식
남성,11,167,100,35.9,비만 3단계,5,채식
여성,21,156,70,28.8,비만 1단계,3,단백질식
여성,31,151,50,21.9,정상,0,없음
여성,22,168,75,26.6,비만 1단계,3,채식
여성,33,160,65,25.4,비만 1단계,3,저염식
남성,29,167,100,35.9,비만 3단계,5,단백질식
남성,11,174,100,33,비만 2단계,4,단백질식
여성,25,173,59,19.7,정상,0,없음
여성,38,165,95,34.9,비만 2단계,4,채식
여성,28,160,61,23.8,비만 3단계,5,단백질식
남성,11,180,56,17.3,저체중,0,없음
남성,37,160,89,34.8,비만 2단계,4,채식
여성,10,161,60,23.1,비만 3단계,5,저염식
여성,31,179,83,25.9,비만 1단계,3,단백질식
여성,33,154,96,40.5,비만 3단계,5,채식
여성,20,183,52,15.5,저체중,0,없음
여성,16,168,45,15.9,저체중,0,없음
남성,13,163,71,26.7,비만 1단계,3,저염식
남성,27,173,87,29.1,비만 1단계,3,저염식
남성,20,161,51,19.7,정상,0,없음
남성,12,150,45,20,정상,0,없음
여성,32,157,41,16.6,저체중,0,없음
남성,17,157,61,24.7,비만 3단계,5,저염식
남성,16,159,90,35.6,비만 3단계,5,저염식
남성,29,150,98,43.6,비만 3단계,5,저염식
여성,24,168,96,34,비만 2단계,4,저염식
여성,16,157,76,30.8,비만 2단계,4,단백질식
여성,37,150,79,35.1,비만 3단계,5,채식
여성,10,151,84,36.8,비만 3단계,5,단백질식
여성,25,182,43,13,저체중,0,없음
남성,38,184,50,14.8,저체중,0,없음
여성,30,182,89,26.9,비만 1단계,3,채식
여성,22,184,92,27.2,비만 1단계,3,단백질식
남성,19,185,81,23.7,비만 3단계,5,채식
여성,18,160,42,16.4,저체중,0,없음
여성,10,183,86,25.7,비만 1단계,3,채식
남성,17,163,86,32.4,비만 2단계,4,채식
여성,19,181,77,23.5,비만 3단계,5,단백질식
남성,19,171,78,26.7,비만 1단계,3,채식
여성,10,175,96,31.3,비만 2단계,4,채식
남성,30,168,41,14.5,저체중,0,없음
남성,18,175,55,18,저체중,0,없음
남성,27,172,81,27.4,비만 1단계,3,채식
남성,29,165,96,35.3,비만 3단계,5,채식
여성,20,168,83,29.4,비만 1단계,3,단백질식
남성,28,185,56,16.4,저체중,0,없음
남성,17,164,56,20.8,정상,0,없음
여성,31,158,55,22,정상,0,없음
여성,28,171,81,27.7,비만 1단계,3,채식
남성,20,156,92,37.8,비만 3단계,5,단백질식
남성,20,179,50,15.6,저체중,0,없음
여성,33,167,65,23.3,비만 3단계,5,저염식
여성,17,160,71,27.7,비만 1단계,3,채식
여성,26,178,72,22.7,정상,0,없음
여성,35,179,41,12.8,저체중,0,없음
여성,26,174,62,20.5,정상,0,없음
여성,23,158,64,25.6,비만 1단계,3,채식
남성,19,159,91,36,비만 3단계,5,단백질식
여성,25,154,99,41.7,비만 3단계,5,단백질식
남성,21,172,85,28.7,비만 1단계,3,저염식
남성,36,157,46,18.7,정상,0,없음
남성,29,162,69,26.3,비만 1단계,3,단백질식
여성,14,169,92,32.2,비만 2단계,4,채식
남성,20,167,85,30.5,비만 2단계,4,저염식
남성,21,177,69,22,정상,0,없음
여성,13,156,47,19.3,정상,0,없음
여성,27,180,62,19.1,정상,0,없음
여성,24,151,94,41.2,비만 3단계,5,단백질식
여성,27,176,62,20,정상,0,없음
남성,32,173,94,31.4,비만 2단계,4,저염식
남성,17,173,64,21.4,정상,0,없음
남성,17,150,68,30.2,비만 2단계,4,저염식
남성,38,179,54,16.9,저체중,0,없음
여성,33,163,60,22.6,정상,0,없음
여성,40,170,43,14.9,저체중,0,없음
남성,26,158,90,36.1,비만 3단계,5,채식
남성,32,165,49,18,저체중,0,없음
여성,22,179,82,25.6,비만 1단계,3,저염식
남성,36,165,100,36.7,비만 3단계,5,단백질식
남성,22,175,48,15.7,저체중,0,없음
남성,38,162,67,25.5,비만 1단계,3,저염식
남성,21,180,90,27.8,비만 1단계,3,저염식
남성,37,176,68,22,정상,0,없음
여성,38,164,71,26.4,비만 1단계,3,저염식
남성,26,181,98,29.9,비만 1단계,3,저염식
남성,19,162,98,37.3,비만 3단계,5,단백질식
남성,36,162,96,36.6,비만 3단계,5,저염식
남성,24,159,78,30.9,비만 2단계,4,채식
여성,31,183,88,26.3,비만 1단계,3,저염식
남성,21,155,59,24.6,비만 3단계,5,저염식
남성,21,167,57,20.4,정상,0,없음
남성,34,172,75,25.4,비만 1단계,3,채식
남성,31,151,75,32.9,비만 2단계,4,채식
남성,17,178,81,25.6,비만 1단계,3,저염식
여성,10,163,89,33.5,비만 2단계,4,채식
여성,35,167,87,31.2,비만 2단계,4,단백질식
여성,31,156,97,39.9,비만 3단계,5,저염식
여성,33,182,76,22.9,정상,0,없음
여성,35,184,54,15.9,저체중,0,없음
여성,27,158,60,24,비만 3단계,5,저염식
여성,29,155,50,20.8,정상,0,없음
남성,37,166,83,30.1,비만 2단계,4,저염식
남성,30,158,51,20.4,정상,0,없음
여성,22,181,91,27.8,비만 1단계,3,저염식
남성,23,160,53,20.7,정상,0,없음
남성,36,179,64,20,정상,0,없음
남성,40,177,68,21.7,정상,0,없음
여성,34,174,48,15.9,저체중,0,없음
여성,37,185,50,14.6,저체중,0,없음
남성,26,178,93,29.4,비만 1단계,3,단백질식
남성,19,181,62,18.9,정상,0,없음
남성,18,185,87,25.4,비만 1단계,3,단백질식
남성,31,160,90,35.2,비만 3단계,5,단백질식
여성,27,151,59,25.9,비만 1단계,3,저염식
여성,27,171,99,33.9,비만 2단계,4,저염식
남성,27,167,50,17.9,저체중,0,없음
남성,26,159,94,37.2,비만 3단계,5,단백질식
여성,24,157,62,25.2,비만 1단계,3,저염식
여성,36,180,60,18.5,정상,0,없음
여성,37,185,92,26.9,비만 1단계,3,단백질식
여성,32,181,82,25,비만 1단계,3,저염식
남성,24,168,91,32.2,비만 2단계,4,단백질식
여성,25,167,49,17.6,저체중,0,없음
여성,40,155,69,28.7,비만 1단계,3,채식
여성,35,169,80,28,비만 1단계,3,저염식
여성,36,160,45,17.6,저체중,0,없음
남성,14,162,60,22.9,정상,0,없음
남성,10,163,98,36.9,비만 3단계,5,단백질식
여성,19,156,97,39.9,비만 3단계,5,채식
남성,37,172,78,26.4,비만 1단계,3,저염식
남성,22,164,93,34.6,비만 2단계,4,채식
남성,30,165,97,35.6,비만 3단계,5,단백질식
여성,12,172,73,24.7,비만 3단계,5,단백질식
남성,39,159,44,17.4,저체중,0,없음
여성,16,176,61,19.7,정상,0,없음
여성,39,174,55,18.2,저체중,0,없음
여성,14,185,72,21,정상,0,없음
남성,18,150,97,43.1,비만 3단계,5,저염식
남성,27,184,86,25.4,비만 1단계,3,단백질식
남성,13,181,78,23.8,비만 3단계,5,저염식
남성,38,170,43,14.9,저체중,0,없음
여성,29,171,44,15,저체중,0,없음
여성,27,154,50,21.1,정상,0,없음
남성,38,150,59,26.2,비만 1단계,3,채식
남성,13,159,66,26.1,비만 1단계,3,저염식
여성,22,180,67,20.7,정상,0,없음
여성,10,150,44,19.6,정상,0,없음
남성,37,165,72,26.4,비만 1단계,3,저염식
여성,24,179,51,15.9,저체중,0,없음
남성,36,160,100,39.1,비만 3단계,5,저염식
남성,35,168,91,32.2,비만 2단계,4,단백질식
남성,36,183,42,12.5,저체중,0,없음
여성,24,154,98,41.3,비만 3단계,5,저염식
남성,20,150,56,24.9,비만 3단계,5,채식
여성,37,171,40,13.7,저체중,0,없음
여성,16,174,86,28.4,비만 1단계,3,단백질식
남성,26,160,42,16.4,저체중,0,없음
여성,10,153,76,32.5,비만 2단계,4,채식
여성,36,167,47,16.9,저체중,0,없음
남성,31,161,76,29.3,비만 1단계,3,단백질식
여성,11,165,96,35.3,비만 3단계,5,저염식
남성,31,173,66,22.1,정상,0,없음
남성,30,156,45,18.5,정상,0,없음
여성,17,154,98,41.3,비만 3단계,5,단백질식
남성,18,151,97,42.5,비만 3단계,5,저염식
남성,25,160,78,30.5,비만 2단계,4,채식
여성,17,163,84,31.6,비만 2단계,4,단백질식
여성,16,183,67,20,정상,0,없음
남성,18,183,100,29.9,비만 1단계,3,채식
남성,39,162,74,28.2,비만 1단계,3,저염식
여성,20,157,81,32.9,비만 2단계,4,단백질식
여성,17,152,77,33.3,비만 2단계,4,저염식
여성,16,164,89,33.1,비만 2단계,4,채식
남성,26,175,66,21.6,정상,0,없음
여성,15,153,50,21.4,정상,0,없음
여성,26,169,74,25.9,비만 1단계,3,채식
여성,16,160,47,18.4,저체중,0,없음
남성,17,153,45,19.2,정상,0,없음
남성,32,169,79,27.7,비만 1단계,3,단백질식
남성,19,169,90,31.5,비만 2단계,4,단백질식
남성,22,150,86,38.2,비만 3단계,5,저염식
남성,31,157,82,33.3,비만 2단계,4,단백질식
남성,35,169,73,25.6,비만 1단계,3,저염식
여성,25,174,97,32,비만 2단계,4,저염식
남성,27,155,89,37,비만 3단계,5,저염식
남성,27,182,98,29.6,비만 1단계,3,저염식
여성,26,179,73,22.8,정상,0,없음
남성,35,152,93,40.3,비만 3단계,5,채식
여성,26,160,100,39.1,비만 3단계,5,저염식
여성,11,171,44,15,저체중,0,없음
여성,40,163,62,23.3,비만 3단계,5,채식
여성,22,167,68,24.4,비만 3단계,5,채식
여성,31,153,58,24.8,비만 3단계,5,저염식
여성,13,179,94,29.3,비만 1단계,3,단백질식
여성,27,171,96,32.8,비만 2단계,4,채식
남성,22,184,45,13.3,저체중,0,없음
남성,10,166,95,34.5,비만 2단계,4,저염식
여성,26,179,65,20.3,정상,0,없음
남성,15,150,64,28.4,비만 1단계,3,단백질식
여성,31,165,81,29.8,비만 1단계,3,채식
여성,39,166,46,16.7,저체중,0,없음
남성,23,165,84,30.9,비만 2단계,4,채식
남성,24,155,94,39.1,비만 3단계,5,저염식
남성,16,155,81,33.7,비만 2단계,4,채식
남성,11,155,81,33.7,비만 2단계,4,저염식
여성,16,184,66,19.5,정상,0,없음
남성,30,176,97,31.3,비만 2단계,4,저염식
남성,12,167,83,29.8,비만 1단계,3,단백질식
남성,14,156,77,31.6,비만 2단계,4,저염식
여성,24,168,76,26.9,비만 1단계,3,단백질식
남성,15,182,89,26.9,비만 1단계,3,단백질식
여성,26,178,91,28.7,비만 1단계,3,단백질식
여성,33,175,64,20.9,정상,0,없음
여성,39,166,43,15.6,저체중,0,없음
여성,33,184,43,12.7,저체중,0,없음
여성,39,173,80,26.7,비만 1단계,3,채식
여성,10,154,88,37.1,비만 3단계,5,단백질식
남성,30,183,55,16.4,저체중,0,없음
남성,13,184,56,16.5,저체중,0,없음
남성,17,158,52,20.8,정상,0,없음
남성,25,184,91,26.9,비만 1단계,3,채식
남성,29,156,58,23.8,비만 3단계,5,채식
남성,15,167,90,32.3,비만 2단계,4,저염식
남성,29,161,76,29.3,비만 1단계,3,채식
남성,16,151,98,43,비만 3단계,5,채식
남성,28,160,71,27.7,비만 1단계,3,채식
여성,15,179,51,15.9,저체중,0,없음
남성,32,178,62,19.6,정상,0,없음
남성,31,153,88,37.6,비만 3단계,5,저염식
여성,21,179,57,17.8,저체중,0,없음
여성,37,157,92,37.3,비만 3단계,5,단백질식
남성,13,163,91,34.3,비만 2단계,4,채식
여성,16,153,66,28.2,비만 1단계,3,채식
남성,28,150,57,25.3,비만 1단계,3,단백질식
여성,15,158,40,16,저체중,0,없음
여성,39,185,78,22.8,정상,0,없음
여성,21,176,55,17.8,저체중,0,없음
남성,11,178,46,14.5,저체중,0,없음
여성,26,181,56,17.1,저체중,0,없음
남성,21,165,96,35.3,비만 3단계,5,단백질식
여성,29,181,57,17.4,저체중,0,없음
남성,32,182,45,13.6,저체중,0,없음
여성,37,150,99,44,비만 3단계,5,채식
여성,23,150,47,20.9,정상,0,없음
여성,28,184,77,22.7,정상,0,없음
여성,24,159,49,19.4,정상,0,없음
남성,25,154,60,25.3,비만 1단계,3,채식
여성,18,165,76,27.9,비만 1단계,3,채식
남성,32,154,86,36.3,비만 3단계,5,단백질식
여성,21,166,79,28.7,비만 1단계,3,채식
여성,26,185,84,24.5,비만 3단계,5,단백질식
여성,22,152,67,29,비만 1단계,3,채식
남성,38,161,93,35.9,비만 3단계,5,저염식
여성,37,164,73,27.1,비만 1단계,3,단백질식
여성,14,159,47,18.6,정상,0,없음
여성,37,163,93,35,비만 3단계,5,저염식
여성,10,178,84,26.5,비만 1단계,3,단백질식
남성,28,177,49,15.6,저체중,0,없음
남성,14,175,71,23.2,비만 3단계,5,단백질식
남성,23,175,92,30,비만 2단계,4,저염식
남성,20,154,91,38.4,비만 3단계,5,채식
남성,27,185,85,24.8,비만 3단계,5,저염식
여성,26,169,47,16.5,저체중,0,없음
남성,23,162,98,37.3,비만 3단계,5,채식
남성,38,177,79,25.2,비만 1단계,3,채식
남성,32,164,77,28.6,비만 1단계,3,채식
남성,25,167,91,32.6,비만 2단계,4,단백질식
남성,16,173,74,24.7,비만 3단계,5,저염식
여성,16,182,48,14.5,저체중,0,없음
여성,11,151,62,27.2,비만 1단계,3,저염식
남성,14,163,44,16.6,저체중,0,없음
남성,12,159,48,19,정상,0,없음
여성,31,169,57,20,정상,0,없음
남성,14,165,64,23.5,비만 3단계,5,단백질식
여성,16,182,59,17.8,저체중,0,없음
남성,35,184,48,14.2,저체중,0,없음
여성,30,172,66,22.3,정상,0,없음
여성,36,154,95,40.1,비만 3단계,5,채식
여성,32,154,86,36.3,비만 3단계,5,채식
남성,15,161,94,36.3,비만 3단계,5,저염식
남성,23,165,87,32,비만 2단계,4,채식
남성,26,170,66,22.8,정상,0,없음
남성,40,167,42,15.1,저체중,0,없음
남성,40,170,90,31.1,비만 2단계,4,채식
남성,26,157,54,21.9,정상,0,없음
여성,26,166,61,22.1,정상,0,없음
여성,14,150,50,22.2,정상,0,없음
여성,20,182,78,23.5,비만 3단계,5,저염식
남성,18,185,66,19.3,정상,0,없음
남성,27,180,91,28.1,비만 1단계,3,채식
여성,13,170,80,27.7,비만 1단계,3,단백질식
여성,10,179,40,12.5,저체중,0,없음
남성,34,163,52,19.6,정상,0,없음
남성,14,152,98,42.4,비만 3단계,5,단백질식
여성,36,175,75,24.5,비만 3단계,5,단백질식
여성,32,167,52,18.6,정상,0,없음
여성,29,182,56,16.9,저체중,0,없음
여성,11,175,66,21.6,정상,0,없음
남성,31,169,73,25.6,비만 1단계,3,저염식
남성,27,154,58,24.5,비만 3단계,5,저염식
남성,12,158,96,38.5,비만 3단계,5,저염식
여성,30,175,89,29.1,비만 1단계,3,단백질식
여성,35,157,86,34.9,비만 2단계,4,단백질식
여성,40,167,86,30.8,비만 2단계,4,저염식
여성,30,184,66,19.5,정상,0,없음
여성,21,182,68,20.5,정상,0,없음
여성,29,152,100,43.3,비만 3단계,5,저염식
여성,18,173,75,25.1,비만 1단계,3,저염식
남성,30,168,69,24.4,비만 3단계,5,채식
남성,39,178,75,23.7,비만 3단계,5,채식
여성,14,184,53,15.7,저체중,0,없음
남성,18,151,72,31.6,비만 2단계,4,저염식
여성,12,167,47,16.9,저체중,0,없음
여성,15,185,92,26.9,비만 1단계,3,저염식
여성,28,156,75,30.8,비만 2단계,4,저염식
여성,15,177,96,30.6,비만 2단계,4,단백질식
여성,31,162,48,18.3,저체중,0,없음
여성,37,164,63,23.4,비만 3단계,5,단백질식
여성,17,155,90,37.5,비만 3단계,5,저염식
여성,32,150,59,26.2,비만 1단계,3,저염식
남성,19,155,73,30.4,비만 2단계,4,단백질식
여성,24,164,67,24.9,비만 3단계,5,채식
여성,13,154,50,21.1,정상,0,없음
여성,37,152,45,19.5,정상,0,없음
남성,23,172,96,32.4,비만 2단계,4,단백질식
남성,27,163,90,33.9,비만 2단계,4,단백질식
여성,20,173,48,16,저체중,0,없음
남성,25,160,67,26.2,비만 1단계,3,저염식
여성,32,181,81,24.7,비만 3단계,5,단백질식
여성,32,157,88,35.7,비만 3단계,5,저염식
여성,21,165,46,16.9,저체중,0,없음
남성,29,153,80,34.2,비만 2단계,4,단백질식
남성,10,168,95,33.7,비만 2단계,4,채식
여성,40,183,79,23.6,비만 3단계,5,단백질식
남성,18,171,100,34.2,비만 2단계,4,저염식
남성,37,175,48,15.7,저체중,0,없음
